"AREA","TAVE","TMAX","TMIN","RF","MWUTM","IW","CHA","CHM","PS","RD","SS","TIME"
"771","馬祖",17,"22.9/11","12.8/24","19.2","7.8/40.0/15","18.5/20.0/15",78,"43/25",1010.1,7,109.1,"201011"
"772","澎湖",21.5,"25.4/2","18.0/28","8.3","10.6/20.0/1","22.3/10.0/15",76,"17746",1015.1,6,130.4,"201011"
"773","彭佳嶼",20.6,"25.0/12","17.5/9","255.6","15.3/40.0/15","20.9/60.0/15",72,"15980",1006.4,15,59.2,"201011"
"774","蘇澳",20.3,"25.2/21","14.8/10","830.5","8.5/70.0/15","16.7/10.0/15",82,"18902",1015,22,48.4,"201011"
"775","日月潭",17.7,"27.3/7","12.4/28","39","5.3/170.0/13","8.2/170.0/13",80,"13850",903.7,6,164.8,"201011"
"776","臺中",21.8,"28.4/7","15.7/26","20.7","5.9/10.0/25","13.1/40.0/25",71,"40/28",1005.8,7,181.5,"201011"
"777","臺南",22.1,"28.3/22","17.0/26","54","7.8/360.0/25","14.6/10.0/25",73,"16103",1012.6,3,157.2,"201011"
"778","臺北",21.1,"27.2/11","17.1/10","127.3","8.3/60.0/12","16.1/90.0/12",75,"16377",1017,14,72.4,"201011"
"779","臺東",22.9,"29.0/7","17.4/27","47.7","6.7/40.0/25","15.4/40.0/25",70,"13516",1015.2,9,123.6,"201011"
"780","淡水",20.4,"27.0/11","13.0/10","89.5","6.2/10.0/19","14.8/110.0/10",80,"17076",1015.5,13,74.8,"201011"
"781","梧棲",20.9,"25.9/12","14.7/10","16","14.3/360.0/9","24.6/20.0/8",76,"16772",1013,6,164.8,"201011"
"782","宜蘭",20.2,"27.1/22","14.3/10","353","7.8/330.0/30","10.9/320.0/30",83,"18902",1017,21,58,"201011"
"783","玉山",2.8,"16.4/7","-0.180769231","165.3","17.4/170.0/25","23.5/300.0/22",68,"42748",643.1,9,182.5,"201011"
"784","竹子湖",16.4,"22.9/29","12.3/26","280.9","8.9/20.0/17","17.0/30.0/17",87,"63/26",948.4,19,73,"201011"
"785","阿里山",7.3,"18.1/12","-0.170588235","64.9","6.0/130.0/15","12.2/280.0/16",76,"18/18",762.3,4,173,"201012"
"786","鞍部",11.2,"22.9/12","1.6/27","261.5","11.6/350.0/16","22.0/360.0/16",83,"18/28",922.2,8,125.1,"201012"
"787","板橋",16.9,"29.1/12","5.6/28","87.6","6.3/80.0/15","14.2/90.0/15",72,"32/28",1015.9,8,166.6,"201012"
"788","成功",19.5,"27.0/5","12.6/31","22.4","11.6/20.0/16","21.8/40.0/16",72,"39/29",1011.5,13,82,"201012"
"789","嘉義",17.6,"30.1/13","5.6/18","32.7","9.2/10.0/26","14.8/360.0/16",76,"30/28",1012.2,3,206.1,"201012"
"790","大武",20.8,"28.3/13","12.8/27","13.3","8.3/20.0/14","14.5/350.0/16",68,"42/28",1014.5,3,121.1,"201012"
"791","東吉島",19.9,"26.3/13","13.2/16","10.5","24.3/20.0/16","32.8/10.0/16",69,"38/30",1010.2,1,179.1,"201012"
"792","恆春",21.4,"29.5/13","14.3/17","1.2","13.4/40.0/3","27.4/50.0/16",69,"47/21",1011.5,2,175.8,"201012"
"793","新竹",16.4,"25.2/1","5.8/18","61.1","8.0/20.0/16","19.6/110.0/16",74,"31/29",1013.2,6,177,"201012"
"794","花蓮",18.8,"26.6/2","10.5/28","20.2","12.4/40.0/16","23.7/50.0/16",66,"14855",1014.1,9,98.8,"201012"
"795","高雄",20.9,"29.5/6","11.3/27","11.5","8.0/350.0/26","16.6/350.0/26",67,"43038",1014.3,1,188.5,"201012"
"796","基隆",16.9,"27.7/12","6.4/27","198.6","15.2/20.0/16","23.3/40.0/16",69,"34/29",1014.1,8,116.2,"201012"
"797","金門",14.8,"25.8/6","3.2/17","34.1","8.1/60.0/24","18.1/50.0/15",73,"27/31",1015,3,186.7,"201012"
"798","蘭嶼",18.8,"25.3/13","13.5/31","68.7","22.8/20.0/16","36.5/30.0/16",78,"18872",977.3,15,92.1,"201012"
"799","馬祖",13.5,"23.2/2","3.2/17","41.1","9.5/360.0/15","21.6/10.0/24",75,"31/27",1008.7,6,180,"201012"
"800","澎湖",19,"27.2/13","11.9/17","13.1","11.8/20.0/16","24.3/10.0/16",70,"14855",1014.7,2,188.1,"201012"
"801","彭佳嶼",17,"24.1/5","7.9/27","91","20.0/10.0/16","29.9/360.0/16",71,"12632",1005.5,8,139.8,"201012"
"802","蘇澳",17.2,"25.6/2","7.8/27","341","11.7/70.0/24","22.5/360.0/16",73,"14855",1014.1,11,109.3,"201012"
"803","日月潭",14.5,"25.6/1","5.4/27","35.5","6.9/170.0/16","9.3/170.0/16",73,"33/28",902.2,5,168.4,"201012"
"804","臺中",18.1,"28.7/5","7.5/27","27.4","6.9/30.0/16","17.5/30.0/16",67,"43008",1005.5,3,201.3,"201012"
"805","臺南",19.2,"29.5/13","9.0/27","14.5","10.7/10.0/16","19.7/360.0/26",66,"35/31",1012.6,1,205.5,"201012"
"806","臺北",17.5,"29.7/12","7.2/27","63.4","7.5/70.0/15","17.6/70.0/15",70,"33/28",1016.5,6,163,"201012"
"807","臺東",20.1,"27.9/14","12.6/28","12.6","7.9/40.0/16","18.1/60.0/16",66,"37/28",1014.4,6,113.9,"201012"
"808","淡水",16.2,"27.5/12","5.2/31","100.1","8.7/20.0/16","19.8/350.0/16",74,"38/29",1015.1,6,158.5,"201012"
"809","梧棲",17.3,"25.6/13","8.3/18","24","17.0/360.0/16","35.7/40.0/16",71,"34/30",1012.9,2,214.9,"201012"
"810","宜蘭",17.1,"26.1/6","6.8/26","92.2","8.9/40.0/24","13.8/310.0/17",73,"35/28",1016.3,10,137.1,"201012"
"811","玉山",-0.2,"14.0/13","-0.664705882","52.1","16.8/280.0/16","31.5/300.0/16",56,"14/20",639.1,4,241.1,"201012"
"812","竹子湖",12.9,"24.4/12","2.1/26","224.2","9.1/20.0/15","18.0/330.0/16",77,"13/28",947.1,9,151.7,"201012"
"813","阿里山",5.5,"12.2/14","-0.1","133.8","4.0/150.0/3","11.2/280.0/21",91,"21186",763.6,8,93.1,"201101"
"814","鞍部",7.5,"15.8/14","0.2/16","538.5","10.7/350.0/15","19.9/350.0/16",98,"26665",926.1,29,7,"201101"
"815","板橋",13.6,"21.1/18","7.7/16","97.9","7.4/70.0/22","15.3/50.0/22",81,"21551",1021.5,25,28.4,"201101"
"816","成功",17.3,"24.6/23","11.5/16","46.2","11.4/30.0/15","20.4/50.0/15",72,"19391",1015.7,14,39.8,"201101"
"817","嘉義",14.7,"23.5/5","6.2/1","25.7","8.9/360.0/15","15.5/20.0/15",80,"16803",1016.5,7,115.7,"201101"
"818","大武",18.8,"25.4/28","13.8/17","23.8","8.2/30.0/15","15.7/20.0/16",68,"16469",1018.6,8,69.5,"201101"
"819","東吉島",15.5,"20.3/5","11.4/16","14","22.4/20.0/15","31.6/360.0/15",78,"18994",1014.5,5,39.9,"201101"
"820","恆春",19.2,"25.4/28","14.3/16","12.4","11.6/40.0/16","26.6/360.0/16",70,"19419",1015.3,5,109.5,"201101"
"821","新竹",13.3,"20.7/5","7.6/16","74.6","7.0/20.0/9","16.3/20.0/6",86,"20821",1018.3,16,49.1,"201101"
"822","花蓮",16.4,"23.8/14","11.4/17","18.1","13.6/40.0/15","24.0/40.0/15",71,"18629",1018.8,11,44.3,"201101"
"823","高雄",17.5,"25.0/19","11.3/12","7.7","6.6/10.0/15","13.9/340.0/15",72,"14246",1018.4,5,130.2,"201101"
"824","基隆",13.6,"18.4/14","8.4/16","431.7","13.0/10.0/15","21.3/10.0/15",79,"17168",1019.8,30,1.3,"201101"
"825","金門",10.6,"19.1/14","4.0/17","3.1","8.5/80.0/29","19.9/50.0/16",70,"34/16",1020.8,3,88.5,"201101"
"826","蘭嶼",16.2,"22.6/23","10.9/16","396.7","28.5/20.0/6","40.3/30.0/6",90,"23743",980.4,29,27.7,"201101"
"827","馬祖",7.1,"11.9/9","2.6/16","16.9","10.4/80.0/16","19.0/70.0/16",76,"15342",1015.6,8,45.7,"201101"
"828","澎湖",14.2,"20.4/5","10.3/16","8.7","11.4/20.0/16","23.4/10.0/15",79,"20090",1019.6,4,29.1,"201101"
"829","彭佳嶼",12.7,"20.8/14","6.3/16","104","17.8/10.0/15","26.4/360.0/15",80,"20821",1011,25,2.7,"201101"
"830","蘇澳",13.9,"22.3/14","7.3/16","489.7","8.6/10.0/15","22.1/30.0/6",81,"19360",1019.6,28,12.6,"201101"
"831","日月潭",12.5,"22.6/27","5.9/15","58","6.4/170.0/21","10.1/170.0/21",81,"44/27",904.9,8,87.9,"201101"
"832","臺中",14.9,"23.3/27","7.9/1","35.4","6.6/30.0/15","15.4/40.0/15",74,"14611",1009.7,5,129.1,"201101"
"833","臺南",15.4,"23.7/27","9.4/12","6.7","12.2/10.0/15","21.6/360.0/15",74,"11689",1016.8,4,113.5,"201101"
"834","臺北",13.7,"20.9/14","7.9/16","71.9","8.3/80.0/22","15.2/80.0/22",83,"19725",1022.2,25,17.1,"201101"
"835","臺東",17.7,"24.7/27","12.2/16","14.9","7.8/40.0/15","17.7/30.0/15",68,"17564",1018.6,6,51.9,"201101"
"836","淡水",12.7,"21.6/18","5.5/1","108.6","6.7/10.0/6","14.8/30.0/15",84,"52/22",1020.8,19,22.9,"201101"
"837","梧棲",13.8,"22.0/5","7.9/12","24.2","15.0/10.0/15","28.4/40.0/15",79,"16803",1017.3,7,93.3,"201101"
"838","宜蘭",13.9,"23.4/14","8.0/16","136.3","6.7/360.0/15","10.7/350.0/15",84,"19725",1021.9,28,19.9,"201101"
"839","玉山",-2.2,"9.3/27","-0.3","25","16.4/280.0/7","25.6/280.0/24",78,"42962",639.1,5,164.1,"201101"
"840","竹子湖",9.2,"17.8/14","1.8/16","412.7","8.2/20.0/20","17.6/10.0/21",93,"22647",951.3,29,34.3,"201101"
"841","阿里山",6.7,"16.5/28","-0.2","62.1","4.0/270.0/20","12.2/250.0/14",85,"42942",762.8,8,127.5,"201102"
"842","鞍部",11.1,"23.6/28","2.6/14","185.5","9.6/350.0/13","18.9/140.0/12",91,"15554",922.6,19,69.4,"201102"
"843","板橋",16.4,"28.7/27","9.1/14","74.3","6.1/70.0/25","12.0/70.0/25",78,"15128",1016.4,13,91.2,"201102"
"844","成功",19.6,"26.3/28","12.6/1","25.2","8.9/10.0/11","17.0/10.0/11",75,"18445",1012,13,75.6,"201102"
"845","嘉義",16.9,"27.7/28","9.3/1","19.9","7.4/360.0/14","13.3/20.0/14",81,"16923",1013.2,5,157,"201102"
"846","大武",20.8,"28.5/17","14.4/13","26.3","8.6/30.0/25","16.3/40.0/25",71,"16254",1015.1,7,136.9,"201102"
"847","東吉島",17.3,"25.2/28","12.2/1","19.5","19.5/20.0/14","25.7/20.0/14",79,"19238",1011.4,5,113.4,"201102"
"848","恆春",21.3,"28.7/28","14.2/2","18.5","10.8/40.0/12","23.8/60.0/12",73,"14458",1012.6,4,164.5,"201102"
"849","新竹",15.2,"24.7/9","8.5/14","63.1","6.3/20.0/11","17.3/30.0/12",86,"15858",1014,9,94.6,"201102"
"850","花蓮",18.7,"26.3/28","12.1/1","57.8","12.6/40.0/11","20.3/40.0/11",73,"16984",1014.7,11,98.5,"201102"
"851","高雄",20.1,"29.5/28","11.8/15","3.5","6.1/310.0/8","10.6/350.0/13",72,"14032",1015.3,2,212.8,"201102"
"852","基隆",16.3,"25.4/26","10.0/14","267.2","11.0/10.0/11","16.9/20.0/11",79,"14824",1014.6,18,54.4,"201102"
"853","金門",12.6,"24.6/26","5.4/15","19.1","7.9/70.0/9","17.1/60.0/15",77,"14977",1016,4,132.9,"201102"
"854","蘭嶼",18.6,"24.2/10","13.3/12","124.3","19.9/20.0/14","30.2/10.0/14",83,"23193",978.4,15,88.1,"201102"
"855","馬祖",9.1,"22.2/27","3.9/15","55.4","9.0/80.0/14","16.9/350.0/15",84,"14763",1010,10,87.4,"201102"
"856","澎湖",15.6,"26.8/28","10.7/1","10.8","9.9/20.0/11","20.3/30.0/14",82,"21033",1016,5,98.2,"201102"
"857","彭佳嶼",16.1,"23.4/26","9.2/14","57.7","17.4/120.0/16","25.8/110.0/16",78,"16923",1006.1,15,64.4,"201102"
"858","蘇澳",17.2,"24.7/28","9.7/15","206.5","7.7/150.0/27","18.5/360.0/11",79,"17015",1014.6,13,85.4,"201102"
"859","日月潭",14.8,"25.9/27","8.2/1","22.2","6.1/140.0/13","7.6/130.0/13",76,"15615",902.9,6,154.7,"201102"
"860","臺中",17.2,"27.8/28","10.3/14","27.6","5.8/10.0/13","14.1/30.0/13",74,"12601",1006.4,8,162.4,"201102"
"861","臺南",17.9,"28.5/28","10.1/15","7.7","9.5/10.0/14","17.2/360.0/14",73,"14732",1013.8,4,186.5,"201102"
"862","臺北",16.9,"28.0/27","10.2/14","68","8.3/90.0/5","14.7/80.0/5",78,"15858",1017,14,87.8,"201102"
"863","臺東",20.3,"27.8/28","13.2/1","16.6","6.0/40.0/14","13.3/30.0/5",69,"15523",1015,6,124.1,"201102"
"864","淡水",15.2,"27.4/26","7.8/14","104.1","6.5/20.0/11","14.3/30.0/11",81,"13302",1015.7,13,79.7,"201102"
"865","梧棲",15.1,"25.5/8","9.3/14","33.3","13.2/350.0/13","24.3/40.0/11",83,"17380",1013.9,7,115.3,"201102"
"866","宜蘭",17.1,"25.6/8","10.2/15","50.7","6.8/70.0/5","10.0/70.0/5",80,"15919",1016.8,15,81.8,"201102"
"867","玉山",-1.4,"15.3/27","-3.433333333","40.7","16.5/240.0/7","31.9/270.0/7",71,"42869",639,6,170.1,"201102"
"868","竹子湖",12.7,"24.8/28","4.3/14","122.2","8.0/20.0/19","17.8/20.0/17",88,"11841",947.4,15,80.2,"201102"
"869","阿里山",8.6,"19.0/20","3.5/3","93.8","3.5/150.0/1","8.9/290.0/7",88,"30/30",764.5,9,107,"201103"
"870","鞍部",9.9,"25.5/20","2.3/28","213.5","10.4/340.0/16","22.0/340.0/16",92,"47/29",924.9,19,47.4,"201103"
"871","板橋",15.9,"30.9/20","10.2/28","136.7","8.6/70.0/17","16.4/80.0/17",75,"37/29",1019.2,11,58.5,"201103"
"872","成功",18.4,"27.6/1","13.1/16","35.4","9.9/30.0/7","18.2/30.0/7",76,"46/29",1014.8,14,13.9,"201103"
"873","嘉義",18,"30.3/20","11.5/27","49.7","7.2/360.0/16","11.8/360.0/16",77,"49/29",1014.8,7,99,"201103"
"874","大武",20,"27.3/1","15.1/28","23.6","8.3/30.0/7","15.0/30.0/22",70,"44/30",1017.8,13,31.2,"201103"
"875","東吉島",18.9,"27.9/21","14.6/4","21.1","21.4/20.0/16","28.4/360.0/16",73,"34/29",1012.8,5,92.7,"201103"
"876","恆春",20.9,"29.7/21","15.7/28","5","12.1/40.0/16","26.1/20.0/16",71,"54/30",1014.5,3,138.9,"201103"
"877","新竹",15.5,"27.4/20","10.3/28","90","8.1/20.0/15","17.7/20.0/15",82,"36/29",1016,10,52.4,"201103"
"878","花蓮",17.8,"26.4/1","13.3/9","95.7","11.4/40.0/15","18.5/40.0/15",74,"40/29",1017.8,15,34.3,"201103"
"879","高雄",21.4,"30.2/20","13.8/28","8","5.4/350.0/7","10.6/340.0/7",68,"46/29",1017.1,4,140.2,"201103"
"880","基隆",15.7,"28.1/14","11.2/4","243.1","9.8/10.0/7","16.4/10.0/22",74,"45/17",1017.8,19,43.9,"201103"
"881","金門",13.9,"31.6/21","8.0/5","16","9.1/70.0/7","18.4/60.0/22",66,"20/29",1018,4,95.2,"201103"
"882","蘭嶼",17.6,"25.9/21","13.0/16","104.7","24.1/20.0/15","37.9/30.0/15",85,"56/29",980.4,21,28.2,"201103"
"883","馬祖",10.5,"21.8/14","4.8/4","16.9","7.6/80.0/16","14.9/10.0/23",78,"20/29",1012.5,10,86.4,"201103"
"884","澎湖",18,"29.3/21","13.4/4","19.5","11.6/20.0/16","22.8/20.0/16",74,"35/30",1017.5,6,90.8,"201103"
"885","彭佳嶼",15.2,"25.1/21","10.2/4","99.3","16.2/10.0/7","22.6/10.0/7",75,"39/29",1009.1,15,44.2,"201103"
"886","蘇澳",16.2,"27.4/21","11.2/4","281","8.2/50.0/7","18.8/360.0/22",79,"46/29",1017.8,21,45.6,"201103"
"887","日月潭",15,"27.9/20","9.8/28","46.3","4.6/270.0/13","7.7/270.0/15",83,"53/13",904.4,10,90.5,"201103"
"888","臺中",18.2,"30.5/20","11.6/28","33.2","6.2/20.0/22","12.1/330.0/22",69,"31/29",1008,8,109.6,"201103"
"889","臺南",19.2,"29.6/20","11.9/28","4.7","9.7/10.0/22","19.3/20.0/7",68,"42/29",1015.3,3,135.5,"201103"
"890","臺北",16.2,"30.7/20","10.4/28","119.1","8.6/80.0/2","17.3/80.0/17",74,"35/29",1019.9,12,55,"201103"
"891","臺東",19.2,"27.5/1","13.8/17","11.1","7.5/40.0/7","18.1/30.0/7",69,"44/30",1017.8,11,15.5,"201103"
"892","淡水",14.9,"27.6/20","8.6/8","118.2","7.9/20.0/15","18.1/100.0/17",76,"28/29",1018.5,14,58.4,"201103"
"893","梧棲",16.3,"27.1/20","11.0/27","33.2","14.9/10.0/2","28.5/360.0/16",75,"42/30",1015.5,8,101.9,"201103"
"894","宜蘭",16,"27.8/21","11.0/26","183","9.2/70.0/1","13.3/10.0/7",79,"49/29",1019.9,19,47.7,"201103"
"895","玉山",0.9,"16.6/2","-0.221428571","75.6","13.9/290.0/19","25.8/280.0/20",77,"18/29",641.2,6,150.6,"201103"
"896","竹子湖",11.5,"26.8/20","4.2/28","193.6","9.4/20.0/15","19.1/20.0/1",88,"45/29",949.4,19,57.7,"201103"
"897","阿里山",9.8,"18.3/28","1.3/20","28.7","4.5/270.0/17","11.5/270.0/17",81,"20/20",764.3,7,136.3,"201104"
"898","鞍部",15.7,"26.1/27","6.5/5","88","8.5/350.0/23","17.1/350.0/23",81,"21/24",921.4,8,143.7,"201104"
"899","板橋",21.2,"34.1/27","12.1/24","30.6","6.7/80.0/11","13.5/40.0/19",71,"20/24",1013.3,8,147.5,"201104"
"900","成功",21.8,"27.4/16","15.0/6","69.2","9.2/20.0/11","17.4/20.0/11",76,"38/24",1010.1,16,85.4,"201104"
"901","嘉義",22.7,"31.2/15","13.9/5","4.6","8.0/240.0/16","12.6/230.0/16",74,"45/25",1010.8,3,180.2,"201104"
"902","大武",23.1,"35.1/16","17.5/25","76.3","8.2/170.0/26","16.6/20.0/11",70,"36/16",1013.5,7,131.9,"201104"
"903","東吉島",22.4,"27.9/15","18.0/4","35.5","15.9/20.0/23","21.4/10.0/4",75,"45/19",1009.2,2,183.9,"201104"
"904","恆春",23.7,"30.6/30","18.0/25","40.3","10.4/40.0/11","21.5/50.0/23",72,"21/25",1011.1,1,141.2,"201104"
"905","新竹",21,"31.5/27","13.2/4","19.7","5.5/20.0/11","12.4/70.0/5",76,"33/24",1011,8,151.9,"201104"
"906","花蓮",21.5,"29.3/27","14.5/6","64.2","9.8/40.0/23","15.3/50.0/23",71,"34/24",1012.6,11,124.5,"201104"
"907","高雄",24.6,"31.0/30","17.7/5","29.5","5.6/310.0/8","12.4/290.0/8",69,"15738",1013.6,3,195.3,"201104"
"908","基隆",20.5,"34.3/27","12.2/6","70.3","8.1/230.0/27","13.7/260.0/27",71,"16/24",1011.7,11,118.7,"201104"
"909","金門",18.6,"28.8/24","11.4/6","21.7","8.6/80.0/3","17.3/80.0/5",76,"22/24",1012.1,6,180.1,"201104"
"910","蘭嶼",20.6,"25.2/15","15.5/5","106.1","22.1/240.0/16","28.0/250.0/16",82,"56/18",977.1,10,108.5,"201104"
"911","馬祖",16.1,"28.6/27","9.7/6","39.6","10.4/200.0/26","19.3/210.0/26",81,"24/24",1005.7,5,150.7,"201104"
"912","澎湖",22.2,"28.9/26","17.1/4","9.2","9.1/20.0/23","17.7/360.0/12",76,"42/23",1013.1,3,187.7,"201104"
"913","彭佳嶼",19.9,"26.7/27","12.8/4","24.8","15.9/270.0/27","20.0/270.0/27",78,"42/24",1003.4,6,177.2,"201104"
"914","蘇澳",20.7,"27.7/16","12.7/6","43.8","8.1/150.0/21","16.9/50.0/23",74,"20/24",1012,13,114.8,"201104"
"915","日月潭",17.9,"28.5/27","11.8/1","23.5","5.1/270.0/1","8.2/260.0/27",76,"39/19",902.3,5,98,"201104"
"916","臺中",23.1,"33.1/27","15.3/4","5.1","4.3/30.0/4","10.0/30.0/19",64,"29/19",1004,5,150.6,"201104"
"917","臺南",23.9,"30.3/27","15.0/5","26","8.1/180.0/30","12.5/180.0/30",66,"41/23",1011.5,3,187.4,"201104"
"918","臺北",21.7,"34.4/27","13.7/4","27.4","9.0/80.0/9","16.9/70.0/19",68,"18/24",1013.8,7,153.1,"201104"
"919","臺東",22.7,"31.4/16","15.8/6","61.6","6.4/50.0/11","14.4/30.0/23",71,"37/24",1013.2,13,117.7,"201104"
"920","淡水",20.4,"30.8/27","10.5/5","51.6","6.8/150.0/23","14.1/180.0/23",76,"18/24",1012.5,9,160.2,"201104"
"921","梧棲",21.8,"30.0/27","14.3/4","2.3","13.4/360.0/23","21.0/360.0/23",74,"39/23",1011.2,3,161.1,"201104"
"922","宜蘭",20.9,"28.7/16","12.2/6","12.1","6.2/70.0/3","10.0/70.0/3",73,"22/24",1014,7,142.3,"201104"
"923","玉山",3,"15.0/10","-0.305263158","38","20.0/220.0/29","28.2/230.0/29",68,"14/20",641.7,4,197.4,"201104"
"924","竹子湖",17.3,"28.4/27","8.1/5","63.5","8.7/20.0/11","20.9/10.0/11",81,"15/24",945.2,6,142.6,"201104"
"925","阿里山",13.1,"20.1/6","8.0/20","468.3","6.3/220.0/17","12.9/220.0/17",89,"13332",763.8,21,86,"201105"
"926","鞍部",19.1,"27.9/9","12.0/28","491","13.2/350.0/28","25.6/350.0/28",93,"56/30",918.2,18,63.6,"201105"
"927","板橋",24.5,"35.8/11","16.7/29","253.6","8.0/240.0/11","15.1/250.0/11",78,"18568",1008.5,18,97.6,"201105"
"928","成功",24.9,"32.1/12","20.3/17","244.5","11.6/30.0/28","20.0/30.0/28",86,"66/28",1004.9,22,74.4,"201105"
"929","嘉義",25.6,"34.4/12","18.1/29","150","8.4/220.0/23","16.8/200.0/23",80,"48/29",1006.5,9,143.1,"201105"
"930","大武",26.1,"34.5/6","20.5/17","164.6","7.4/30.0/27","13.7/20.0/28",80,"16954",1008.4,17,137.8,"201105"
"931","東吉島",24.8,"29.9/12","21.5/17","78.6","20.8/360.0/28","27.5/360.0/28",81,"60/29",1004.8,7,123.9,"201105"
"932","恆春",26.5,"32.8/13","21.6/17","127.4","8.3/290.0/11","16.6/360.0/27",81,"21002",1006.4,12,150.8,"201105"
"933","新竹",24.3,"34.3/11","17.5/30","220.4","6.6/20.0/27","18.6/10.0/27",84,"53/31",1006.4,17,111.3,"201105"
"934","花蓮",24.7,"31.5/12","19.5/17","180.4","9.5/30.0/28","17.2/30.0/28",79,"58/30",1007.5,18,83.9,"201105"
"935","高雄",27.2,"32.9/8","21.2/17","106","7.2/320.0/10","13.9/320.0/10",75,"52/29",1009,7,186.8,"201105"
"936","基隆",23.8,"34.6/11","18.8/3","406.3","13.7/10.0/28","21.2/10.0/28",82,"17472",1006.7,18,96.4,"201105"
"937","金門",22.1,"31.2/9","15.2/4","90.6","7.2/70.0/3","14.4/70.0/3",88,"41/30",1006.8,16,132.6,"201105"
"938","蘭嶼",23.6,"28.8/7","19.6/17","360.1","38.7/30.0/28","63.0/40.0/27",93,"27729",972.6,20,74.5,"201105"
"939","馬祖",19.9,"28.9/21","13.0/4","230.5","11.1/190.0/11","19.3/190.0/11",91,"49/31",1001,17,132.1,"201105"
"940","澎湖",24.7,"31.6/12","20.6/17","53.2","11.1/360.0/28","22.2/360.0/28",81,"57/29",1008.5,8,132.8,"201105"
"941","彭佳嶼",22.6,"29.2/11","17.3/3","238.2","20.1/360.0/28","28.1/10.0/28",88,"57/30",998.5,15,124.7,"201105"
"942","蘇澳",24,"32.0/11","19.1/4","391.2","10.2/10.0/28","25.0/20.0/28",83,"20760",1007,20,78.6,"201105"
"943","日月潭",20.9,"30.3/8","16.6/17","351.3","7.6/140.0/12","14.2/230.0/23",84,"16862",899.6,17,82.2,"201105"
"944","臺中",26,"35.6/12","20.1/17","95","6.8/20.0/28","16.4/200.0/23",74,"38/29",999.7,16,118.8,"201105"
"945","臺南",26.7,"33.8/9","20.4/17","55.2","9.8/10.0/28","17.5/10.0/28",72,"41/29",1007.1,5,167.7,"201105"
"946","臺北",24.7,"36.1/11","17.9/29","222","9.3/80.0/26","16.2/90.0/27",78,"17441",1008.9,18,94.2,"201105"
"947","臺東",25.7,"32.2/8","20.4/17","236.8","5.9/40.0/3","12.7/360.0/28",83,"22828",1008.1,22,86.9,"201105"
"948","淡水",23.5,"32.2/26","15.8/29","309.5","6.6/20.0/28","17.5/50.0/28",86,"57/18",1007.6,16,109.2,"201105"
"949","梧棲",24.9,"32.8/11","18.4/30","75.1","15.8/360.0/28","27.9/50.0/28",80,"50/29",1006.7,14,142.7,"201105"
"950","宜蘭",24.2,"32.3/11","17.4/29","324.5","8.5/50.0/28","13.3/50.0/28",79,"57/29",1008.8,16,105.2,"201105"
"951","玉山",5.4,"16.8/8","-0.013636364","405.7","22.0/230.0/31","31.4/220.0/31",84,"14/29",642.7,23,97.2,"201105"
"952","竹子湖",20.6,"29.7/9","13.5/29","331.3","8.7/20.0/27","16.6/10.0/27",90,"59/29",941.7,18,68.8,"201105"
"953","阿里山",14.7,"21.7/24","10.3/1","333.6","6.4/360.0/25","13.9/150.0/2",84,"42850",763.7,18,138.3,"201106"
"954","鞍部",22.7,"28.6/19","18.7/1","469","17.3/350.0/25","28.6/350.0/25",88,"20972",916.2,12,114.7,"201106"
"955","板橋",28.6,"35.9/8","23.1/30","354.4","7.9/270.0/25","17.6/270.0/25",74,"54/16",1005,14,167.8,"201106"
"956","成功",27.3,"32.7/23","23.8/1","307.8","10.2/20.0/24","18.3/30.0/24",85,"66/23",1002.5,12,206.8,"201106"
"957","嘉義",28.7,"36.6/10","22.9/4","148.5","8.7/220.0/10","15.3/200.0/11",76,"17441",1004.1,12,205.1,"201106"
"958","大武",28.2,"37.8/7","23.4/2","568.9","7.6/190.0/15","12.4/200.0/2",78,"12875",1006.2,14,221.9,"201106"
"959","東吉島",27.9,"32.2/24","24.0/1","92.2","15.1/210.0/11","21.0/210.0/11",83,"25447",1002.3,7,220.6,"201106"
"960","恆春",28.3,"33.6/14","23.4/4","339.4","7.8/290.0/25","18.2/280.0/25",83,"16163",1004.7,12,214.5,"201106"
"961","新竹",28.5,"36.4/24","23.5/2","174.4","6.5/280.0/8","18.8/280.0/5",76,"19146",1003.2,10,206.4,"201106"
"962","花蓮",27.5,"33.4/8","23.7/2","83.8","10.9/180.0/27","18.3/180.0/10",76,"19937",1004.7,8,213.9,"201106"
"963","高雄",29.3,"35.8/9","23.5/28","392","7.7/150.0/10","14.9/150.0/9",76,"19968",1006.9,9,240.9,"201106"
"964","基隆",28.2,"35.5/15","22.8/3","148.7","11.1/240.0/25","22.6/240.0/25",75,"17654",1003.1,11,167.9,"201106"
"965","金門",27.4,"38.4/24","22.0/3","114.7","10.3/250.0/25","17.2/170.0/28",89,"45/24",1002.7,9,176.3,"201106"
"966","蘭嶼",25.3,"29.3/16","21.9/1","251.1","22.8/20.0/24","33.3/240.0/25",91,"72/24",971.3,14,85.6,"201106"
"967","馬祖",26,"34.1/26","19.5/3","58.1","11.0/200.0/4","19.9/210.0/4",89,"62/26",996.1,12,150.6,"201106"
"968","澎湖",28.1,"33.5/16","23.1/1","61.1","8.4/130.0/1","15.3/20.0/24",83,"62/24",1005.9,8,251.1,"201106"
